#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-13T01:03:35 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-13T01:03:35	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/145/101&tab:{J/AJ/145/101/catalog}&key:source=J/AJ/145/101/catalog&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/145/101/catalog
#-order=I
#-out=Name
#-out=Nd
#-out=RAJ2000
#-out=DEJ2000
#-out=a26
#-out=l_FUV
#-out=FUV
#-out=Bmag
#-out=l_Hamag
#-out=Hamag
#-out=Kmag
#-out=l_HImag
#-out=HImag
#-out=W50
#-out=TT
#-out=Mcl
#-out=Tdw
#-out=HRV
#-out=Dist
#-out=A26
#-out=i
#-out=vAmp
#-out=<Bmu>
#-out=M26
#-out=l_MHI
#-out=MHI
#-out=Vlg
#-out=Ti5
#-out=K+04
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=9999	

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	
#INFO	publisher=CDS	
#INFO	creator=Karachentsev I.D.	
#INFO	related_resource=bibcode:2013AJ....145..101K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	
#INFO	publication_id=doi:10.26093/cds/vizier.51450101	
#INFO	publication_date=2017-06-12	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Name;Nd;RAJ2000;DEJ2000;a26;l_FUV;FUV;Bmag;l_Hamag;Hamag;Kmag;l_HImag;HImag;W50;TT;Mcl;Tdw;HRV;Dist;A26;i;vAmp;<Bmu>;M26;l_MHI;MHI;Vlg;Ti5;K+04;SimbadName
149.887917;+68.656944;[CKT2009]d0959+68 ;  5;09 59 33.1;+68 39 25;  0.79; ;19.85;18.00; ;21.33;15.36; ;      ;   ;10;Ir   ;L;-186; 3.60; 0.88;52;   ;25.9;     ; ;     ; -46; 4.0;  0;[CKT2009] dJ0959+68
149.947917; -9.343333;KKSG16            ;  4;09 59 47.5;-09 20 36;  0.87;>;23.00;18.00; ;     ;13.62;>; 18.20;   ;-3;Sph  ;L;    ; 9.70; 2.67;48;   ;26.2;     ;<; 7.03;    ; 1.3;  0;[KKS2000] 16
150.000417; +5.332222;SexB              ;  8;10 00 00.1;+05 19 56;  6.03; ;13.92;11.85; ;16.86; 9.50; ; 12.33; 38;10;Ir   ;N; 300; 1.36; 2.41;53; 18;24.3; 7.95; ; 7.66; 110;-0.5;  1;SEX B
150.066667;+63.185000;KKH57             ;  5;10 00 16.0;+63 11 06;  0.60;>;23.00;17.87; ;24.25;13.69;>; 20.00;   ;-3;Sph  ;L;    ; 3.91; 0.70;41;   ;25.4;     ;<; 5.52;    ; 1.1;  1;[KKH2001] 57
150.106250;+50.379167;LV J1000+5022     ;  2;10 00 25.5;+50 22 45;  0.58; ;     ;17.10; ;     ;14.70; ;      ;   ; 9;Im   ;N; 538; 7.97; 1.34;46;   ;24.5;     ; ;     ; 582;-0.6;  0;[KMK2013] LV J1000+5022
150.152083;+30.536111;LV J1000+3032     ;  6;10 00 36.5;+30 32 10;  0.28; ;19.84;18.06; ;     ;15.64; ; 19.26; 20;10;Ir   ;N; 501; 7.10; 0.58;51;  3;23.9; 5.85; ; 6.33; 436;-0.3;  0;[KMK2013] LV J1000+3032
150.168333;+68.660278;ClumpIII          ;  5;10 00 40.4;+68 39 37;  0.10;>;23.00;19.80; ;22.21;17.17; ;      ;   ;10;Ir   ;L;-121; 3.60; 0.11;20;   ;23.3;     ; ;     ;  19; 3.9;  0;[MI2009] Clump III
150.390000; -6.525000;MCG -01-26-009    ;  7;10 01 33.6;-06 31 30;  1.12; ;17.97;16.10; ;19.60;13.61; ; 16.49; 38;10;Ir   ;N; 748; 9.70; 3.24;44; 21;24.9; 8.21; ; 7.71; 510; 1.8;  0;MCG -01-26-009
150.410000; -8.248889;KKSG17            ;  7;10 01 38.4;-08 14 56;  1.66; ;18.43;15.41; ;21.66;12.82; ; 16.46; 49;10;Ir   ;N; 446; 9.70; 4.65;90; 20;24.9; 8.35; ; 7.72; 203; 2.3;  1;[KKS2000] 17
150.650833; -6.011944;UGCA193           ;  8;10 02 36.2;-06 00 43;  4.27; ;16.61;14.67; ;18.72;12.00; ; 14.40;123; 7;     ; ; 663; 9.70;11.23;90; 53;25.7; 9.57; ; 8.55; 427; 1.5;  1;UGCA193
150.780000;-26.160000;NGC3109           ;  8;10 03 07.2;-26 09 36; 19.95; ;11.98;10.39; ;14.11; 7.50; ; 10.51;117; 8;     ; ; 403; 1.32; 7.66;83; 51;25.0; 9.37; ; 8.37; 110; 0.2;  1;NGC3109
150.837500;+68.733889;NGC3077           ;  8;10 03 21.0;+68 44 02;  6.46; ;14.19;10.62; ;14.55; 7.32; ; 11.76; 70; 9;dEem ;N;  19; 3.82; 7.58;38; 49;23.1; 9.33; ; 8.79; 159; 3.3;  1;NGC3077
150.925000;+68.693333;GARLAND           ;  6;10 03 42.0;+68 41 36;  3.98; ;17.03;16.80; ;17.30;14.18;>; 14.88;   ;10;Ir   ;X;  43; 3.82; 4.61;62;   ;28.2;     ;<; 7.54; 183; 6.0;  0;GARLAND
150.959167;-26.612778;ESO499-038        ;  6;10 03 50.2;-26 36 46;  0.83; ;16.81;15.68; ;     ;13.06; ; 14.94; 77;10;Ir   ;N; 885;15.30; 3.86;67; 36;23.7; 8.77; ; 8.73; 591;-1.4;  0;ESO499-038
150.989167;+40.756944;NGC3104           ;  7;10 03 57.4;+40 45 25;  3.55; ;14.57;13.97; ;16.84;11.24; ; 14.25;102; 8;     ; ; 603;16.00;16.35;57; 53;25.2; 9.73; ; 9.04; 594;-1.5;  0;NGC3104
151.016667;-27.331944;Antlia            ;  7;10 04 04.0;-27 19 55;  2.00; ;17.10;16.19; ;     ;12.73; ; 16.63; 22;10;Tr   ;L; 362; 1.32; 0.81;47;  3;26.1; 6.05; ; 5.92;  66; 2.3;  1;ANTLIA DWARF GALAXY
151.167917;+68.255556;BK5N              ;  4;10 04 40.3;+68 15 20;  0.79; ;23.76;17.53; ;24.61;13.20; ;      ;   ;-3;Sph  ;L;    ; 3.78; 0.93;52;   ;25.6;     ; ;     ;    ; 2.8;  1;BK5N
151.170833;+29.366389;UGC05427          ;  8;10 04 41.0;+29 21 59;  1.38; ;16.40;14.89; ;18.94;12.20; ; 16.42; 71; 8;     ; ; 498; 7.11; 2.87;49; 41;24.1; 8.75; ; 7.47; 427;-0.7;  1;UGC05427
151.280417;+66.555000;KDG063            ;  7;10 05 07.3;+66 33 18;  1.91;>;23.00;16.01; ;22.18;11.53; ; 16.27; 19;-3;Tr   ;L;-129; 3.50; 2.18;34;  4;25.9; 6.70; ; 6.91;   0; 2.2;  1;KDG063
151.308333; -7.718611;NGC3115           ;  8;10 05 14.0;-07 43 07;  8.51; ;16.09; 9.87;>;24.11; 5.88; ; 13.89;238;-1;     ; ; 681; 9.68;24.04;90;107;22.5;10.50; ; 8.75; 439; 2.6;  1;NGC3115
151.377500;+70.364444;UGC05423          ;  8;10 05 30.6;+70 21 52;  1.07; ;17.23;14.42; ;18.35;11.99; ; 15.92; 44;10;Ir   ;N; 348; 8.71; 2.88;55; 21;23.0; 8.18; ; 7.84; 496;-0.8;  1;UGC05423
151.393333; -7.749167;KDG065            ;  4;10 05 34.4;-07 44 57;  1.07; ;23.16;16.36; ;     ;12.23; ;      ;   ;-3;Sph  ;L; 721; 9.70; 3.01;59;   ;25.1;     ; ;     ; 479; 4.9;  1;KDG065
151.423333; -7.981389;KKSG18            ;  5;10 05 41.6;-07 58 53;  1.51; ;19.40;13.61; ;     ;10.05; ;      ;   ; 9;BCD  ;N; 698; 9.70; 4.45;41;   ;23.0;     ; ;     ; 456; 3.9;  1;[KKS2000] 18
151.692500;+67.201111;[CKT2009]d1006+67 ;  3;10 06 46.2;+67 12 04;  0.32;>;23.00;19.70; ;     ;15.32; ;      ;   ;-3;Sph  ;X;    ; 3.87; 0.39;17;   ;25.7;     ; ;     ;    ; 1.9;  0;[CKT2009] dJ1006+67
151.757917;+67.827500;KDG064            ;  5;10 07 01.9;+67 49 39;  1.95; ;24.07;15.52; ;22.91;11.19; ;      ;   ;-3;Tr   ;L; -15; 3.70; 2.19;90;   ;25.5;     ; ;     ; 121; 2.7;  1;KDG064
151.763333;+16.073611;Segue 1           ;  4;10 07 03.2;+16 04 25;  7.00; ;     ;16.21; ;     ;11.98;>; 19.84;   ;-3;Sph  ;X; 206; 0.02; 0.05;90;   ;29.0;     ;<; 1.12;  67; 4.3;  0;NAME Segue 1
151.832083;+10.362222;UGC05456          ;  8;10 07 19.7;+10 21 44;  1.62; ;15.31;13.84; ;17.16;11.63; ; 15.30; 62; 9;Im   ;N; 527; 5.60; 2.67;72; 28;23.4; 8.39; ; 7.71; 360;-1.3;  1;UGC05456
151.844583;+38.969722;KKH58             ;  7;10 07 22.7;+38 58 11;  1.26; ;16.43;15.61; ;17.94;12.94; ; 15.99; 83; 8;     ; ; 587;18.40; 6.63;62; 41;24.6; 9.11; ; 8.47; 569;-1.2;  0;[KKH2001] 58
152.024583;+68.399167;IKN               ;  6;10 08 05.9;+68 23 57;  2.69;>;23.00;16.50; ;24.10;12.16;>; 18.20;   ;-3;Sph  ;X;-140; 3.75; 3.15;39;   ;27.2;     ;<; 6.20;  -1; 2.6;  1;IKN
152.112083;+12.308056;LeoI              ;  4;10 08 26.9;+12 18 29;  9.77; ;     ;11.18; ;     ; 6.93;>; 19.87;   ;-1;Sph  ;L; 283; 0.25; 0.73;42;   ;24.7;     ;<; 3.18; 125; 1.4;  1;LEO I dSph
152.395417;+70.548611;[CKT2009]d1009+70 ;  3;10 09 34.9;+70 32 55;  0.72; ;21.08;18.00; ;     ;13.36; ;      ;   ;-1;Sph  ;L;    ; 9.00; 2.15;35;   ;25.6;     ; ;     ;    ;-0.7;  0;[CKT2009] dJ1009+70
152.753333; -4.692778;SexA              ;  8;10 11 00.8;-04 41 34;  5.89; ;12.91;11.86; ;15.53;10.18; ; 11.88; 46;10;Ir   ;N; 324; 1.32; 2.34;38; 30;24.2; 8.40; ; 7.82;  94;-0.4;  1;SEX A
153.201667;+64.107500;UGC05497          ;  6;10 12 48.4;+64 06 27;  0.89; ;18.01;15.60; ;     ;13.18; ; 18.63; 16; 9;BCD  ;N; 150; 3.70; 0.96;48;  3;23.9; 6.11; ; 6.02; 267; 1.5;  0;UGC05497
153.262500; -1.614444;SexDSph           ;  5;10 13 03.0;-01 36 52; 30.20; ;21.54;11.30; ;     ; 7.01;>; 19.85;   ;-3;Sph  ;X; 227; 0.09; 0.83;64;   ;27.2;     ;<; 2.30;   9; 2.7;  1;Sex dSph
153.732500;+68.757500;[CKT2009]d1014+68 ;  4;10 14 55.8;+68 45 27;  0.20; ;22.08;20.20; ;     ;15.92;>; 19.53;   ;-1;Tr   ;X;    ; 4.57; 0.28;29;   ;25.2;     ;<; 5.84;    ; 0.2;  0;[CKT2009] dJ1014+68
153.778750;+69.037500;[CKT2009]d1015+69 ;  3;10 15 06.9;+69 02 15;  0.25; ;23.88;20.50; ;     ;16.21; ;      ;   ;-1;Tr   ;X;    ; 4.07; 0.31;13;   ;26.0;     ; ;     ;    ; 1.5;  0;[CKT2009] dJ1015+69
154.065000;+41.166389;KUG 1013+414      ;  4;10 16 15.6;+41 09 59;  1.13; ;18.25;15.40; ;     ;12.73; ;      ;   ; 8;     ; ; 518;11.12; 3.58;68;   ;24.2;     ; ;     ; 513; 2.7;  0;KUG 1013+414
154.570833;+41.424444;NGC3184           ;  8;10 18 17.0;+41 25 28;  7.41; ;12.53;10.36; ;14.16; 7.23; ; 12.87;128; 6;     ; ; 592;11.12;24.27;22;149;23.3;10.80; ; 9.28; 588; 0.8;  0;NGC3184
154.592500;+41.165833;LV J1018+4109     ;  3;10 18 22.2;+41 09 57;  0.38;>;23.00;18.40; ;     ;14.25; ;      ;   ;-1;Sph  ;L;    ;11.10; 1.24;34;   ;24.9;     ; ;     ;    ; 3.4;  0;[KMK2013] LV J1018+4109
155.250833;+68.700000;HIJASS J1021+6842 ;  5;10 21 00.2;+68 42 00;      ; ;     ;     ; ;22.03;     ; ; 14.90; 50;11;Ir   ;X;  46; 3.70;     ;  ;   ;    ;     ; ; 7.51; 187; 2.4;  1;HIJASS J1021+68
155.355000;+71.116111;HS117             ;  7;10 21 25.2;+71 06 58;  1.51; ;21.68;17.30; ;24.10;14.50; ; 21.30; 13;10;Tr   ;L; -37; 3.96; 1.90;62;  3;26.5; 6.25; ; 5.01; 116; 1.5;  1;[LSK86] 117
155.412083; +0.900000;LV J1021+0054     ;  4;10 21 38.9;+00 54 00;  0.42; ;18.51;17.50; ;     ;14.94;>; 17.40;   ;10;Ir   ;N; 701; 6.78; 0.86;49;   ;24.1;     ;<; 7.03; 495;-1.1;  0;[KMK2013] LV J1021+0054
155.437917;+18.088056;LeoP              ;  5;10 21 45.1;+18 05 17;  0.55; ;     ;17.20; ;     ;14.75; ; 17.70; 16;10;Ir   ;N; 262; 2.00; 0.32;68;  3;24.4; 5.43; ; 5.85; 135;-0.8;  0;LEO P
155.937500;+27.110833;AGC731448         ;  6;10 23 45.0;+27 06 39;  0.48; ;18.46;16.60; ;     ;14.14; ; 17.47; 39; 9;BCD  ;N; 540;13.50; 1.90;56; 18;23.5; 7.85; ; 7.61; 460;-1.0;  0;AGC731448
156.117917;-12.432500;KKSG19            ;  5;10 24 28.3;-12 25 57;  0.69;>;23.00;16.79; ;     ;14.17; ; 16.36; 30;10;Ir   ;L; 628; 5.11; 1.09;34; 15;24.5; 7.48; ; 7.20; 373;-1.2;  1;[KKS2000] 19
156.270417;+17.163611;NGC3239           ;  8;10 25 04.9;+17 09 49;  5.01; ;13.07;11.73; ;14.66; 9.00; ; 13.10;160; 8;     ; ; 754; 7.90;11.64;53; 87;23.6;10.01; ; 8.89; 623;-0.7;  0;NGC3239
156.616250;+67.656667;DDO078            ;  5;10 26 27.9;+67 39 24;  2.00; ;21.94;16.50; ;24.25;12.29; ;      ;   ;-3;Sph  ;L;  55; 3.72; 2.23;22;   ;26.6;     ; ;     ; 191; 2.0;  1;DDO078
157.087083;+22.571389;UGC05672          ;  8;10 28 20.9;+22 34 17;  3.09; ;17.38;14.65; ;19.06;11.55; ; 15.33; 82; 8;     ; ; 531;11.40; 9.95;76; 37;25.6; 9.19; ; 8.31; 428;-0.6;  1;UGC05672
157.093333;+68.416111;IC2574            ;  7;10 28 22.4;+68 24 58; 13.18; ;12.44;10.80; ;14.43; 7.95; ; 11.21;107; 8;     ; ;  43; 4.02;15.39;67; 51;24.8; 9.66; ; 9.06; 183; 1.2;  1;IC2574
157.137500;+42.668889;LV J1028+4240     ;  3;10 28 33.0;+42 40 08;  0.48; ;18.10;17.40; ;     ;15.01; ;      ;   ;10;Ir   ;N; 547; 7.55; 1.05;51;   ;24.4;     ; ;     ; 551;-0.9;  0;[KMK2013] LV J1028+4240
157.165417;+70.233611;[CKT2009]d1028+70 ;  6;10 28 39.7;+70 14 01;  0.71; ;18.23;16.20; ;     ;13.69; ; 18.44; 20;10;Ir   ;N;-114; 4.00; 0.85;45;  4;24.0; 6.10; ; 6.16;  35; 2.1;  0;[CKT2009] dJ1028+70
157.276667;+26.910556;AGC749315         ;  6;10 29 06.4;+26 54 38;  0.11; ;19.95;19.10; ;     ;16.66; ; 18.57; 31; 9;BCD  ;N; 645;21.50; 0.70;34; 17;22.9; 7.36; ; 7.57; 564;-1.2;  0;AGC749315
157.645833;+70.619444;DDO082            ;  7;10 30 35.0;+70 37 10;  3.39; ;16.79;13.49; ;18.27;10.29;>; 18.70;   ; 9;Im   ;N;  56; 4.00; 4.02;63;   ;24.6;     ;<; 6.06; 207; 1.4;  1;DDO082
157.684583; +6.127222;LV J1030+0607     ;  6;10 30 44.3;+06 07 38;  0.71; ;18.44;16.80; ;     ;14.35; ; 17.40; 27;10;Ir   ;N; 640; 7.80; 1.61;62;  7;24.6; 6.94; ; 7.16; 458;-0.7;  0;[KMK2013] LV J1030+0607
157.720417;+12.446667;AGC205156         ;  6;10 30 52.9;+12 26 48;  0.16; ;20.49;18.60; ;     ;16.13; ; 18.78; 21; 9;BCD  ;N; 915;10.43; 0.49;20;  7;23.2; 6.48; ; 6.86; 762; 0.7;  0;AGC205156
157.982500;+28.025833;AGC731457         ;  6;10 31 55.8;+28 01 33;  0.38; ;18.09;16.80; ;     ;14.34; ; 17.92; 36;10;Ir   ;N; 454; 9.20; 1.03;58; 15;23.2; 7.44; ; 7.09; 380;-0.8;  0;AGC731457
158.071250;+27.668611;NGC3274           ;  8;10 32 17.1;+27 40 07;  2.40; ;14.47;13.21; ;16.16;10.74; ; 13.45;160; 7;     ; ; 541; 7.98; 5.53;63; 79;23.4; 9.60; ; 8.76; 465;-0.7;  1;NGC3274
158.632917;+66.011667;BK6N              ;  4;10 34 31.9;+66 00 42;  1.10;>;23.00;16.90; ;24.25;12.75; ;      ;   ;-3;Sph  ;L;    ; 3.85; 1.23;66;   ;25.7;     ; ;     ;    ; 1.4;  1;BK6N
158.720000;+51.920000;UMa I             ;  5;10 34 52.8;+51 55 12; 18.00;>;23.00;15.29; ;     ;11.12;>; 16.33;   ;-3;Sph  ;X; -55; 0.10; 0.50;90;   ;30.0;     ;<; 3.80;   0; 2.6;  0;UMa I
158.733750;+11.492222;AGC202248         ;  6;10 34 56.1;+11 29 32;  0.37; ;19.16;17.50; ;     ;15.08; ; 17.97; 62;10;Ir   ;N;1177;10.40; 1.13;48; 36;23.9; 8.23; ; 7.18;1020; 1.0;  0;AGC202248
158.846667;-24.754167;ESO501-023        ;  6;10 35 23.2;-24 45 15;  3.47; ;14.72;13.20; ;     ;10.34; ; 13.73; 63; 8;     ; ;1042; 7.00; 7.41;38; 44;24.4; 9.22; ; 8.53; 756;-0.9;  0;ESO501-023
158.953333; +8.479722;LeG03             ;  5;10 35 48.8;+08 28 47;  0.95; ;     ;17.30; ;     ;14.60; ; 16.69; 70; 8;     ; ;1158;10.40; 2.79;79; 31;25.6; 8.49; ; 7.69; 987; 0.6;  1;[KK2004] LeG 3
159.073333;+36.425278;KUG 1033+366B     ;  3;10 36 17.6;+36 25 31;  0.60; ;18.51;17.00; ;     ;14.58; ;      ;   ; 9;Im   ;N; 620; 8.10; 1.40;69;   ;24.4;     ; ;     ; 592;-0.6;  0;KUG 1033+366B
159.099167;+12.707500;NGC3299           ;  8;10 36 23.8;+12 42 27;  2.40; ;16.47;13.30; ;17.56;10.97; ; 15.73;112; 8;     ; ; 604;10.40; 7.35;40; 76;23.7; 9.69; ; 8.07; 453; 1.1;  1;NGC3299
159.180417;+31.546667;DDO083            ;  8;10 36 43.3;+31 32 48;  2.04; ;16.41;15.41; ;18.74;13.41; ; 14.63;106;10;Ir   ;N; 582;10.90; 6.36;90; 46;25.4; 9.20; ; 8.56; 527;-0.9;  0;DDO083
159.270000;+15.337500;AGC205165         ;  6;10 37 04.8;+15 20 15;  0.72; ;18.89;16.40; ;     ;13.90; ; 18.74; 27; 9;Im   ;N; 724;10.40; 2.24;48;  8;24.2; 7.23; ; 6.87; 586; 0.7;  0;AGC205165
159.533333;+10.380833;AGC200499         ;  6;10 38 08.0;+10 22 51;  0.85; ;     ;14.40; ;     ;11.56; ; 15.19;178; 9;BCD  ;H;1175;10.40; 2.62;44;113;22.5; 9.59; ; 8.29;1013; 1.1;  0;AGC200499
159.742083; +3.874167;AGC208397         ;  6;10 38 58.1;+03 52 27;  0.17; ;20.88;19.70; ;     ;17.19; ; 18.34; 33;10;Ir   ;L; 763;26.20; 1.32;62; 12;24.4; 7.37; ; 7.83; 573;-2.3;  0;AGC208397
159.855000; +1.718611;UGC05797          ;  7;10 39 25.2;+01 43 07;  1.23; ;17.12;14.28; ;19.33;11.81; ; 15.92; 48; 9;BCD  ;N; 710; 7.00; 2.57;33; 36;23.3; 8.59; ; 7.65; 511;-1.0;  0;UGC05797
159.917500;+12.735000;LeG04             ;  4;10 39 40.2;+12 44 06;  0.52;>;23.00;18.70; ;     ;16.24;>; 18.60;   ;10;Tr   ;L;    ;10.40; 1.58;72;   ;25.8;     ;<; 6.93;    ; 2.0;  1;[KK2004] LeG 4
159.930417;+12.634444;LeG05             ;  6;10 39 43.3;+12 38 04;  0.60; ;20.72;16.77; ;     ;14.32; ; 20.14; 22;10;Tr   ;N; 780;10.40; 1.82;69;  3;24.2; 6.18; ; 6.31; 629; 1.7;  1;[KK2004] LeG 5
159.982083;+13.907778;LeG06             ;  6;10 39 55.7;+13 54 28;  0.63; ;21.20;18.30; ;     ;15.81; ; 18.78; 21;10;Ir   ;L;1007;10.40; 1.94;57;  3;25.8; 6.30; ; 6.85; 863; 1.1;  1;[KK2004] LeG 6
160.044583; +4.908889;AGC208399         ;  7;10 40 10.7;+04 54 32;  0.16;>;23.00;20.00;>;22.41;17.54; ; 17.34; 23;10;Ir   ;L; 747;20.90; 0.99;32;  5;24.6; 6.42; ; 8.04; 561;-1.8;  0;AGC208399
160.235833;+12.471944;UGC05812          ;  6;10 40 56.6;+12 28 19;  1.48; ;17.89;15.50; ;     ;12.81; ; 16.92; 56; 8;     ; ;1008;10.40; 4.41;68; 26;24.9; 8.53; ; 7.60; 857; 1.7;  1;UGC05812
160.320000;+70.150833;[CKT2009]d1041+70 ;  4;10 41 16.8;+70 09 03;  0.35;>;23.00;19.60; ;     ;16.98;>; 20.60;   ;10;Ir   ;X;    ; 3.91; 0.41;62;   ;25.7;     ;<; 5.28;    ; 1.4;  0;[CKT2009] dJ1041+70
160.501250;+12.335000;FS04              ;  6;10 42 00.3;+12 20 06;  1.00; ;18.65;15.70; ;     ;13.00; ; 17.27; 36; 8;     ; ; 772;10.40; 3.00;64; 14;24.2; 7.86; ; 7.46; 621; 2.0;  1;FS04
160.644167;+12.150556;LeG09             ;  4;10 42 34.6;+12 09 02;  0.71;>;23.00;18.50; ;     ;14.30;>; 18.20;   ;-2;Sph  ;L;    ;10.40; 2.19;39;   ;26.3;     ;<; 7.09;    ; 2.1;  1;[KK2004] LeG 9
160.674583;+34.448889;DDO084            ;  7;10 42 41.9;+34 26 56;  4.47; ;14.17;13.73; ;16.56;11.17; ; 13.40; 74; 8;     ; ; 630; 8.11;10.64;43; 47;25.5; 9.44; ; 8.79; 592;-0.9;  0;DDO084
160.718333;+13.741111;AGC205268         ;  6;10 42 52.4;+13 44 28;  0.38; ;20.27;17.40; ;     ;14.93; ; 15.85; 70; 9;BCD  ;N;1145;10.40; 1.15;64; 34;23.8; 8.18; ; 8.03;1001;    ;  0;LEDA 1439163
160.862917;-37.042500;ESO376-016        ;  5;10 43 27.1;-37 02 33;  0.69; ;     ;15.53; ;     ;12.95; ; 14.93; 41;10;Ir   ;N; 670; 7.10; 1.47;66; 17;23.2; 7.71; ; 8.06; 366;-0.6;  0;ESO376-016
160.875833;+24.923611;NGC3344           ;  7;10 43 30.2;+24 55 25;  7.59; ;12.63;10.45; ;14.09; 7.44; ; 12.18;157; 4;     ; ; 588; 6.85;15.51;27;153;23.3;10.63; ; 9.13; 500;-1.0;  1;NGC3344
